id_player,first_name,last_name,common_name,avatar_url,shield_url,gender_id,height,weight,birthdate
222665,Martin,Ødegaard,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p222665.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/222665.png?width=265,0,178,68,12/17/1998 12:00:00 AM
230621,Gianluigi,Donnarumma,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p230621.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/230621.png?width=265,0,196,90,2/25/1999 12:00:00 AM
264012,Sophia,Smith,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264012.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/264012.png?width=265,1,164,58,08/10/2000 00:00
212831,Alisson,Ramses Becker,Alisson,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p212831.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/212831.png?width=265,0,193,91,10/02/1992 00:00
192119,Thibaut,Courtois,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p192119.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/192119.png?width=265,0,200,96,05/11/1992 00:00
227310,Ada,Hegerberg,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227310.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/227310.png?width=265,1,176,68,07/10/1995 00:00
231478,Lautaro,Martínez,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231478.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/231478.png?width=265,0,174,72,8/22/1997 12:00:00 AM
236479,María Pilar,León Cebrián,Mapi León,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p236479.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/236479.png?width=265,1,170,58,6/13/1995 12:00:00 AM
203376,Virgil,van Dijk,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p203376.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/203376.png?width=265,0,193,92,07/08/1991 00:00
192448,Marc-André,ter Stegen,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p192448.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/192448.png?width=250,0,187,85,4/30/1992 12:00:00 AM
209331,Mohamed,Salah,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p209331.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/209331.png?width=265,0,175,72,6/15/1992 12:00:00 AM
237692,Phil,Foden,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237692.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/237692.png?width=265,0,171,69,5/28/2000 12:00:00 AM
246272,Marie,Katoto,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246272.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/246272.png?width=265,1,177,66,11/01/1998 00:00
158023,Lionel,Messi,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p158023.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/158023.png?width=265,0,169,67,6/24/1987 12:00:00 AM
226893,Débora C.,de Oliveira,Debinha,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p226893.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/226893.png?width=265,1,155,52,10/20/1991 12:00:00 AM
227361,Kadidiatou,Diani,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227361.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/227361.png?width=265,1,168,64,04/01/1995 00:00
194765,Antoine,Griezmann,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p194765.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/194765.png?width=265,0,176,73,3/21/1991 12:00:00 AM
239818,Rúben Santos,Gato Alves Dias,Rúben Dias,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p239818.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/239818.png?width=265,0,187,82,5/14/1997 12:00:00 AM
188545,Robert,Lewandowski,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p188545.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/188545.png?width=265,0,185,81,8/21/1988 12:00:00 AM
237289,Patricia,Guijarro Gutiérrez,Patri Guijarro,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237289.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/237289.png?width=265,1,171,74,5/17/1998 12:00:00 AM
239053,Federico,Valverde,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p239053.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/239053.png?width=265,0,182,78,7/22/1998 12:00:00 AM
210257,Ederson,Santana de Moraes,Ederson,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p210257.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/210257.png?width=265,0,188,86,8/17/1993 12:00:00 AM
218667,Bernardo Mota,Carvalho e Silva,Bernardo Silva,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p218667.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/218667.png?width=265,0,173,64,08/10/1994 00:00
245802,Beth,Mead,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p245802.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/245802.png?width=265,1,163,58,05/09/1995 00:00
227316,Wendie,Renard,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227316.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/227316.png?width=265,1,187,70,7/20/1990 12:00:00 AM
227323,Guro,Reiten,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227323.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/227323.png?width=265,1,167,60,7/26/1994 12:00:00 AM
200389,Jan,Oblak,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p200389.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/200389.png?width=265,0,188,87,01/07/1993 00:00
227190,Irene,Paredes Hernández,Irene Paredes,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227190.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/227190.png?width=265,1,178,67,07/04/1991 00:00
205452,Antonio,Rüdiger,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p205452.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/205452.png?width=265,0,190,86,03/03/1993 00:00
245956,Christiane,Endler,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p245956.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/245956.png?width=250,1,183,73,7/23/1991 12:00:00 AM
256630,Florian,Wirtz,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256630.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/256630.png?width=265,0,177,71,05/03/2003 00:00
235073,Gregor,Kobel,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p235073.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/235073.png?width=265,0,195,88,12/06/1997 00:00
243715,William,Saliba,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p243715.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/243715.png?width=265,0,193,85,3/24/2001 12:00:00 AM
232293,Victor,Osimhen,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p232293.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/232293.png?width=265,0,186,77,12/29/1998 12:00:00 AM
256790,Jamal,Musiala,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256790.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/256790.png?width=265,0,184,72,2/26/2003 12:00:00 AM
246669,Bukayo,Saka,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246669.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/246669.png?width=265,0,178,65,09/05/2001 00:00
226302,Alexandra,Popp,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p226302.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/226302.png?width=265,1,174,65,04/06/1991 00:00
211110,Paulo,Dybala,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p211110.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/211110.png?width=265,0,177,75,11/15/1993 12:00:00 AM
232656,Theo,Hernández,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p232656.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/232656.png?width=265,0,184,81,10/06/1997 00:00
233662,Sakina,Karchaoui,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233662.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/233662.png?width=265,1,160,55,1/26/1996 12:00:00 AM
190871,Neymar,da Silva Santos Jr.,Neymar Jr,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p190871.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/190871.png?width=265,0,175,68,02/05/1992 00:00
234378,Declan,Rice,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p234378.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/234378.png?width=265,0,185,80,1/14/1999 12:00:00 AM
232073,Mallory,Swanson,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p232073.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/232073.png?width=265,1,163,54,4/29/1998 12:00:00 AM
228702,Frenkie,de Jong,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p228702.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/228702.png?width=265,0,181,74,05/12/1997 00:00
215698,Mike,Maignan,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p215698.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/215698.png?width=265,0,191,89,07/03/1995 00:00
212198,Bruno Miguel,Borges Fernandes,Bruno Fernandes,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p212198.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/212198.png?width=265,0,179,69,09/08/1994 00:00
232075,Rose,Lavelle,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p232075.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/232075.png?width=265,1,163,56,5/14/1995 12:00:00 AM
200104,Heung Min,Son,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p200104.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/200104.png?width=265,0,183,78,07/08/1992 00:00
207865,Marcos,Aoás Corrêa,Marquinhos,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p207865.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/207865.png?width=265,0,183,75,5/14/1994 12:00:00 AM
237383,Alessandro,Bastoni,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237383.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/237383.png?width=265,0,190,75,4/13/1999 12:00:00 AM
186942,İlkay,Gündoğan,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p186942.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/186942.png?width=265,0,180,80,10/24/1990 12:00:00 AM
241846,Ewa,Pajor,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241846.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/241846.png?width=250,1,167,61,12/03/1996 00:00
202811,Emiliano,Martínez,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p202811.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/202811.png?width=265,0,195,88,09/02/1992 00:00
224232,Nicolò,Barella,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p224232.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/224232.png?width=265,0,172,68,02/07/1997 00:00
177683,Yann,Sommer,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p177683.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/177683.png?width=250,0,183,77,12/17/1988 12:00:00 AM
20801,C. Ronaldo,dos Santos Aveiro,Cristiano Ronaldo,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p20801.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/20801.png?width=265,0,187,85,02/05/1985 00:00
232580,Gabriel,dos S. Magalhães,Gabriel,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p232580.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/232580.png?width=265,0,190,87,12/19/1997 12:00:00 AM
199503,Granit,Xhaka,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p199503.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/199503.png?width=265,0,186,80,9/27/1992 12:00:00 AM
246219,Khadija,Shaw,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246219.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/246219.png?width=265,1,180,70,1/31/1997 12:00:00 AM
243812,Rodrygo,Silva de Goes,Rodrygo,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p243812.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/243812.png?width=265,0,174,64,01/09/2001 00:00
210514,João Pedro,Cavaco Cancelo,João Cancelo,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p210514.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/210514.png?width=265,0,182,74,5/27/1994 12:00:00 AM
241721,Rafael,da Conceição Leão,Rafael Leão,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241721.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/241721.png?width=265,0,188,81,06/10/1999 00:00
227013,Fridolina,Rolfö,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227013.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/227013.png?width=265,1,179,69,11/24/1993 12:00:00 AM
210035,Alejandro,Grimaldo García,Grimaldo,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p210035.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/210035.png?width=265,0,171,68,9/20/1995 12:00:00 AM
177003,Luka,Modrić,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p177003.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/177003.png?width=265,0,172,66,09/09/1985 00:00
265674,Selma,Bacha,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p265674.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/265674.png?width=265,1,161,58,11/09/2000 00:00
239837,Alexis,Mac Allister,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p239837.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/239837.png?width=265,0,176,72,12/24/1998 12:00:00 AM
257008,Lauren,Hemp,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257008.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/257008.png?width=265,1,164,59,08/07/2000 00:00
204963,Daniel,Carvajal Ramos,Carvajal,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p204963.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/204963.png?width=265,0,173,73,01/11/1992 00:00
247504,Mary,Earps,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p247504.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/247504.png?width=265,1,173,68,03/07/1993 00:00
231443,Ousmane,Dembélé,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231443.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/231443.png?width=265,0,178,67,5/15/1997 12:00:00 AM
265249,Lauren,James,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p265249.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/265249.png?width=265,1,175,77,9/29/2001 12:00:00 AM
248717,Lena,Oberdorf,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p248717.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/248717.png?width=265,1,174,68,12/19/2001 12:00:00 AM
231281,Trent,Alexander-Arnold,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231281.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/231281.png?width=265,0,180,72,10/07/1998 00:00
251854,Pedro,González López,Pedri,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p251854.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/251854.png?width=265,0,174,60,11/25/2002 12:00:00 AM
237197,Grace,Geyoro,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237197.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/237197.png?width=265,1,168,61,07/02/1997 00:00
213331,Jonathan,Tah,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p213331.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/213331.png?width=265,0,195,94,02/11/1996 00:00
165153,Karim,Benzema,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p165153.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/165153.png?width=265,0,185,81,12/19/1987 12:00:00 AM
239580,Gleison Bremer,Silva Nascimento,Bremer,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p239580.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/239580.png?width=265,0,187,84,3/18/1997 12:00:00 AM
212622,Joshua,Kimmich,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p212622.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/212622.png?width=265,0,177,75,02/08/1995 00:00
257001,Chloe,Kelly,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257001.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/257001.png?width=265,1,168,58,1/15/1998 12:00:00 AM
230869,Unai,Simón Mendibil,Unai Simón,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p230869.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/230869.png?width=265,0,190,89,06/11/1997 00:00
231432,Lindsey,Horan,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231432.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/231432.png?width=265,1,175,67,5/26/1994 12:00:00 AM
244302,Lea,Schüller,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244302.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/244302.png?width=265,1,173,60,11/12/1997 00:00
167495,Manuel,Neuer,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p167495.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/167495.png?width=265,0,193,93,3/27/1986 12:00:00 AM
240714,Jill,Roord,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p240714.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/240714.png?width=265,1,175,63,4/22/1997 12:00:00 AM
245872,Kim,Little,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p245872.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/245872.png?width=265,1,162,57,6/29/1990 12:00:00 AM
208128,Hakan,Çalhanoğlu,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p208128.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/208128.png?width=265,0,178,69,02/08/1994 00:00
247635,Khvicha,Kvaratskhelia,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p247635.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/247635.png?width=265,0,183,70,02/12/2001 00:00
231521,Exequiel,Palacios,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231521.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/231521.png?width=265,0,178,69,10/05/1998 00:00
226851,Benjamin,Pavard,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p226851.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/226851.png?width=265,0,186,81,3/28/1996 12:00:00 AM
264939,Lara,Prašnikar,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264939.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/264939.png?width=265,1,171,64,08/08/1998 00:00
246774,Alba,Redondo Ferrer,Alba Redondo,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246774.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/246774.png?width=265,1,169,61,8/27/1996 12:00:00 AM
227127,Alejandro,Remiro Gargallo,Álex Remiro,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227127.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/227127.png?width=265,0,192,79,3/24/1995 12:00:00 AM
266928,Trinity,Rodman,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p266928.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/266928.png?width=265,1,173,60,5/20/2002 12:00:00 AM
232488,Cristian,Romero,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p232488.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/232488.png?width=265,0,185,79,4/27/1998 12:00:00 AM
204923,Marcel,Sabitzer,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p204923.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/204923.png?width=265,0,178,76,3/17/1994 12:00:00 AM
243404,Georgia,Stanway,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p243404.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/243404.png?width=265,1,162,58,01/03/1999 00:00
263011,Ella,Toone,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p263011.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/263011.png?width=265,1,163,57,09/02/1999 00:00
200145,Carlos Henrique,Venancio Casimiro,Casemiro,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p200145.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/200145.png?width=265,0,185,84,2/23/1992 12:00:00 AM
240091,Guglielmo,Vicario,,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p240091.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/240091.png?width=265,0,194,76,10/07/1996 00:00
